timestamp_iso,task,language,language_version,algo,dataset_file,distribution,n,warmup_runs,rep_idx,time_ms,ok
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,19,0.020,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,20,0.021,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,21,0.020,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,22,0.023,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,23,0.020,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,24,0.020,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,25,0.018,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,26,0.018,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,27,0.018,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,28,0.017,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,29,0.017,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,0,0.165,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,1,0.063,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,2,0.093,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,3,0.049,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,4,0.056,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,5,0.052,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,6,0.107,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,7,0.094,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,8,0.049,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,9,0.048,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,10,0.055,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,11,0.087,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,12,0.052,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,13,0.049,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,14,0.048,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,15,0.084,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,16,0.076,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,17,0.155,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,18,0.054,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,19,0.047,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,20,0.078,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,21,0.050,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,22,0.071,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,23,0.106,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,24,0.065,true
2026-01-04T14:09:30,sort,java,17.0.17,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,25,0.062,true
